trialNum,lVal,rVal,firstVal,secondVal,chosenVal,leftChosen,firstChosen,liftRT,reachRT,firstIsLeft,firstIsRight,secondIsLeft,secondIsRight,firstFixLat,secondFixLat,thirdFixLat,firstFixDur,secondFixDur,thirdFixDur
383,4,3,3,4,4,1,0,1.05739273875952,0.157570036128163,0,1,1,0,0.177,0.477,NaN,0.24,0.9,NaN
388,3,4,3,4,4,-0,0,0.957196136936545,0.189719166606665,1,0,0,1,0.163,0.463,NaN,0.252,0.716,NaN
408,3,4,3,4,4,-0,0,0.947011105716228,0.151489641517401,1,0,0,1,0.16,0.396,NaN,0.188,0.996,NaN
411,3,3,3,3,3,1,1,1.09695953316987,0.162129314616323,1,0,0,1,0.285,0.557,0.933,0.22,0.324,0.352
431,4,3,3,4,4,1,0,1.36792773008347,0.166814608499408,0,1,1,0,0.263,0.659,1.095,0.356,0.392,0.124
434,2,3,3,2,2,1,0,0.867262583225965,0.14386304281652,0,1,1,0,0.151,0.411,NaN,0.212,0.76,NaN
487,5,3,3,5,5,1,0,0.857125269249082,0.149645144119859,0,1,1,0,0.21,0.482,NaN,0.232,0.66,NaN
488,3,3,3,3,3,-0,0,0.907071121037006,0.150234539061785,1,0,0,1,0.167,0.407,NaN,0.192,0.92,NaN
511,2,3,3,2,3,-0,1,1.06715904176235,0.166587753221393,0,1,1,0,0.176,0.416,0.768,0.192,0.296,0.732
513,3,5,3,5,5,-0,0,0.856904182583094,0.149772556498647,1,0,0,1,0.145,0.417,NaN,0.216,0.992,NaN
556,4,3,3,4,4,1,0,1.04716090485454,0.202727666124701,0,1,1,0,0.199,0.479,NaN,0.22,0.936,NaN
558,3,2,3,2,2,-0,0,1.18704336509109,0.18450453877449,1,0,0,1,0.164,0.396,0.728,0.188,0.288,0.26
568,3,2,3,2,3,1,1,0.95691336132586,0.150013333186507,1,0,0,1,0.146,0.386,0.762,0.188,0.328,0.48
585,2,3,3,2,3,-0,1,1.02721900492907,0.175889883190393,0,1,1,0,0.117,0.405,0.765,0.228,0.316,0.552
2,4,3,4,3,4,1,1,0.74713677726686,0.150739457458258,1,0,0,1,0.168,0.42,0.636,0.192,0.156,0.576
13,4,3,4,3,3,-0,0,0.896981371566653,0.161387654021382,1,0,0,1,0.165,0.369,0.657,0.16,0.228,0.072
29,2,4,4,2,4,-0,1,0.857290571555495,0.16649991646409,0,1,1,0,0.204,0.476,0.7,0.228,0.172,0.756
34,4,5,4,5,4,1,1,1.06717884354293,0.146725764498115,1,0,0,1,0.153,0.373,0.781,0.176,0.36,0.66
50,3,4,4,3,4,-0,1,0.896992297843099,0.162391589954495,0,1,1,0,0.163,0.383,0.735,0.16,0.296,0.472
105,4,3,4,3,4,1,1,0.83723403327167,0.213125446811318,1,0,0,1,0.15,0.362,0.602,0.156,0.196,0.668
112,2,4,4,2,4,-0,1,0.879930648952723,0.181838143616915,0,1,1,0,0.197,0.469,0.721,0.228,0.208,0.872
125,4,3,4,3,4,1,1,0.807937547564507,0.154131535440683,1,0,0,1,0.143,0.399,0.619,0.212,0.18,0.564
127,1,4,4,1,4,-0,1,0.83725624345243,0.149708241224289,0,1,1,0,0.166,0.418,0.662,0.212,0.192,0.772
129,4,4,4,4,4,1,1,0.847158033400774,0.151721104979515,1,0,0,1,0.148,0.408,0.628,0.208,0.172,0.792
130,4,5,4,5,5,-0,0,0.856952136382461,0.149118507280946,1,0,0,1,0.165,0.389,NaN,0.172,1.168,NaN
167,3,4,4,3,4,-0,1,1.13731676340103,0.164247922599316,0,1,1,0,0.155,0.435,0.743,0.244,0.256,0.92
169,1,4,4,1,4,-0,1,0.917484737932682,0.145904634147882,0,1,1,0,0.179,0.455,0.683,0.22,0.176,0.82
176,3,4,4,3,4,-0,1,0.956825580447912,0.150237884372473,0,1,1,0,0.14,0.424,0.708,0.224,0.232,0.912
182,3,4,4,3,4,-0,1,1.04726006090641,0.17150023765862,0,1,1,0,0.22,0.492,0.752,0.212,0.208,0.996
212,4,3,4,3,4,1,1,0.987837847322226,0.133093051612377,1,0,0,1,0.191,0.447,0.731,0.2,0.244,0.668
215,4,4,4,4,4,-0,1,0.886956645175815,0.1452856361866,0,1,1,0,0.162,0.434,0.682,0.228,0.208,0.952
220,5,4,4,5,5,1,0,0.947208430618048,0.15136482194066,0,1,1,0,0.167,0.431,NaN,0.216,0.892,NaN
243,4,2,4,2,4,1,1,0.847072090953588,0.161732597276568,1,0,0,1,0.137,0.365,0.645,0.184,0.228,0.524
251,3,4,4,3,4,-0,1,1.0373092032969,0.142485667020082,0,1,1,0,0.193,0.497,0.809,0.26,0.264,0.892
257,1,4,4,1,4,-0,1,0.827385408803821,0.155315371230245,0,1,1,0,0.185,0.473,0.725,0.228,0.156,0.776
271,3,4,4,3,4,-0,1,0.877168364822865,0.143604286015034,0,1,1,0,0.156,0.424,0.692,0.224,0.216,0.916
278,2,4,4,2,4,-0,1,0.927109913900495,0.154735777527094,0,1,1,0,0.178,0.402,0.698,0.184,0.248,0.528
306,1,4,4,1,4,-0,1,0.947154875844717,0.151365021243691,0,1,1,0,0.179,0.503,0.731,0.264,0.18,0.876
314,4,3,4,3,4,1,1,0.927039356902242,0.155853163450956,1,0,0,1,0.139,0.387,0.715,0.208,0.284,0.544
317,4,1,4,1,4,1,1,0.791681788861752,0.176358388736844,1,0,0,1,0.155,0.399,0.647,0.188,0.188,0.66
335,5,4,4,5,5,1,0,1.07692025601864,0.155235661193728,0,1,1,0,0.192,0.464,NaN,0.232,0.964,NaN
344,4,3,4,3,4,1,1,1.08089768886566,0.161243952810764,1,0,0,1,0.21,0.466,0.926,0.204,0.416,0.436
346,4,5,4,5,5,-0,0,0.907298732548952,0.167729051783681,1,0,0,1,0.148,0.384,NaN,0.188,0.904,NaN
350,3,4,4,3,4,-0,1,0.911618320271373,0.164509940892458,0,1,1,0,0.155,0.535,0.763,0.328,0.176,0.728
358,3,4,4,3,4,-0,1,1.0069980956614,0.159987783059478,0,1,1,0,0.182,0.59,0.814,0.348,0.168,0.904
362,5,4,4,5,5,1,0,0.983906483277678,0.146639082580805,0,1,1,0,0.153,0.417,0.665,0.22,0.2,0.12
363,3,4,4,3,4,-0,1,0.917034823447466,0.166465573012829,0,1,1,0,0.16,0.476,0.76,0.272,0.232,0.696
365,4,2,4,2,4,1,1,0.759803524240851,0.165359634906054,1,0,0,1,0.195,0.447,0.635,0.212,0.144,0.476
386,3,4,4,3,4,-0,1,0.997457234188914,0.171374421566725,0,1,1,0,0.24,0.528,0.804,0.228,0.224,0.644
394,4,3,4,3,4,1,1,0.867044612765312,0.156385833397508,1,0,0,1,0.181,0.429,0.673,0.204,0.196,0.528
410,5,4,4,5,5,1,0,0.886931182816625,0.153101652860641,0,1,1,0,0.165,0.445,NaN,0.236,0.816,NaN
418,4,4,4,4,4,1,1,0.947210216894746,0.151213156059384,1,0,0,1,0.161,0.429,0.785,0.224,0.316,0.444
419,4,3,4,3,4,1,1,0.727529166266322,0.165365029126406,1,0,0,1,0.156,0.416,0.62,0.204,0.156,0.524
420,4,2,4,2,4,1,1,0.927322868257761,0.13544905744493,1,0,0,1,0.182,0.618,0.834,0.384,0.172,0.604
422,4,1,4,1,4,1,1,0.707052193582058,0.159604260697961,1,0,0,1,0.133,0.365,0.581,0.192,0.172,0.452
432,5,4,4,5,5,1,0,0.896974045783281,0.160366242751479,0,1,1,0,0.139,0.435,NaN,0.248,0.892,NaN
438,2,4,4,2,4,-0,1,0.867037327960134,0.166208619251847,0,1,1,0,0.147,0.431,0.703,0.24,0.22,0.74
447,1,4,4,1,4,-0,1,1.03697994537652,0.16351094096899,0,1,1,0,0.196,0.504,0.828,0.264,0.272,0.9
453,4,3,4,3,4,1,1,0.857359616085887,0.149072080850601,1,0,0,1,0.143,0.439,0.723,0.244,0.232,0.504
458,3,4,4,3,4,-0,1,0.98728035017848,0.162972450256348,0,1,1,0,0.19,0.538,0.846,0.304,0.252,0.436
477,4,5,4,5,5,-0,0,0.917185928672552,0.156328808516264,1,0,0,1,0.146,0.406,NaN,0.204,1.236,NaN
479,4,1,4,1,4,1,1,0.957282498478889,0.14960078522563,1,0,0,1,0.236,0.608,0.844,0.316,0.192,0.552
493,4,2,4,2,4,1,1,0.876997791230679,0.16686487570405,1,0,0,1,0.25,0.498,0.71,0.192,0.168,0.54
497,2,4,4,2,4,-0,1,0.947108926251531,0.169852625578642,0,1,1,0,0.176,0.436,0.708,0.216,0.22,0.528
519,4,3,4,3,3,-0,0,1.01193450205028,0.191952213644981,1,0,0,1,0.146,0.462,0.75,0.26,0.244,0.184
524,1,4,4,1,4,-0,1,0.816952176392078,0.176246592774987,0,1,1,0,0.153,0.413,0.649,0.22,0.188,0.904
536,2,4,4,2,4,-0,1,1.02719468250871,0.166711840778589,0,1,1,0,0.173,0.477,0.785,0.244,0.268,0.888
555,5,4,4,5,5,1,0,0.937104400247335,0.163736348971725,0,1,1,0,0.187,0.491,NaN,0.26,0.812,NaN
8,4,4,4,4,4,1,1,0.85717405565083,0.149863282218575,1,0,0,1,0.248,0.476,0.712,0.172,0.18,0.576
9,4,3,4,3,4,1,1,0.786925498396158,0.162879317998886,1,0,0,1,0.139,0.355,0.591,0.168,0.188,0.644
14,3,4,4,3,4,-0,1,0.767072262242436,0.146326366811991,0,1,1,0,0.172,0.44,0.632,0.22,0.144,0.696
20,3,4,4,3,4,-0,1,0.797124708071351,0.150997843593359,0,1,1,0,0.156,0.376,0.592,0.18,0.172,1.068
21,1,4,4,1,4,-0,1,0.81715022213757,0.145849242806435,0,1,1,0,0.152,0.408,0.66,0.216,0.2,1.068
24,1,4,4,1,4,-0,1,0.827086716890335,0.133365102112293,0,1,1,0,0.17,0.442,0.678,0.2,0.172,0.852
25,4,1,4,1,4,1,1,0.81703064031899,0.146242910996079,1,0,0,1,0.198,0.418,0.638,0.164,0.172,0.536
57,4,5,4,5,5,-0,0,1.06726802140474,0.156611304730177,1,0,0,1,0.145,0.381,0.669,0.184,0.236,0.136
73,3,4,4,3,4,-0,1,0.806920593604445,0.149488149210811,0,1,1,0,0.175,0.419,0.631,0.2,0.168,0.78
82,3,4,4,3,4,-0,1,1.03710776008666,0.143373731523752,0,1,1,0,0.189,0.445,0.757,0.196,0.272,0.88
84,4,4,4,4,4,-0,0,1.0323182027787,0.139743492007256,1,0,0,1,0.186,0.45,0.77,0.212,0.26,0.0639999999999999
100,1,4,4,1,4,-0,1,0.877270130440593,0.184389561414719,0,1,1,0,0.194,0.506,0.738,0.26,0.18,0.764
124,3,4,4,3,4,-0,1,0.87704255618155,0.166358133777976,0,1,1,0,0.145,0.385,0.641,0.2,0.212,0.82
140,5,4,4,5,5,1,0,0.987246735021472,0.173992250114679,0,1,1,0,0.242,0.498,NaN,0.2,0.964,NaN
142,3,4,4,3,4,-0,1,1.06716877780855,0.156870827078819,0,1,1,0,0.17,0.59,0.87,0.372,0.224,0.848
149,3,4,4,3,4,-0,1,0.867055039852858,0.156368725001812,0,1,1,0,0.143,0.431,0.691,0.232,0.208,0.804
152,1,4,4,1,4,-0,1,0.897030297666788,0.161504214629531,0,1,1,0,0.163,0.427,0.687,0.216,0.22,1.036
154,5,4,4,5,5,1,0,0.927121227607131,0.165126195177436,0,1,1,0,0.169,0.469,NaN,0.252,0.808,NaN
165,1,4,4,1,4,-0,1,0.927205119282007,0.153586436063051,0,1,1,0,0.185,0.477,0.733,0.24,0.208,0.764
183,5,4,4,5,5,1,0,0.957441434264183,0.159629598259926,0,1,1,0,0.155,0.435,NaN,0.24,1.196,NaN
198,4,2,4,2,4,1,1,0.967271504923701,0.136204998940229,1,0,0,1,0.144,0.44,0.748,0.24,0.264,0.472
