trialNum,lVal,rVal,firstVal,secondVal,chosenVal,leftChosen,firstChosen,liftRT,reachRT,firstIsLeft,firstIsRight,secondIsLeft,secondIsRight,firstFixLat,secondFixLat,thirdFixLat,firstFixDur,secondFixDur,thirdFixDur
34,5,4,5,4,4,-0,0,0.747237429022789,0.141387116163969,1,0,0,1,0.165,0.369,NaN,0.148,0.784,NaN
53,5,4,5,4,4,-0,0,0.977036764845252,0.125012703239918,1,0,0,1,0.208,0.484,NaN,0.22,1.2,NaN
65,2,5,5,2,5,-0,1,0.847125997766852,0.150741601362824,0,1,1,0,0.169,0.421,0.661,0.204,0.192,0.724
80,1,5,5,1,5,-0,1,0.957036131992936,0.151343883946538,0,1,1,0,0.165,0.425,0.789,0.212,0.328,0.724
84,5,3,5,3,5,1,1,0.898091832175851,0.210298530757427,1,0,0,1,0.235,0.451,0.823,0.164,0.316,0.304
92,5,4,5,4,5,1,1,0.827159143984318,0.175483878701925,1,0,0,1,0.17,0.41,0.67,0.2,0.212,0.484
93,1,5,5,1,5,-0,1,0.857078410685062,0.129594592377543,0,1,1,0,0.157,0.401,0.653,0.204,0.204,0.976
109,5,3,5,3,5,1,1,0.837504368275404,0.14185244217515,1,0,0,1,0.198,0.438,0.654,0.2,0.168,0.592
138,5,5,5,5,5,1,0,0.907197788357735,0.140106573700905,0,1,1,0,0.213,0.469,NaN,0.204,0.672,NaN
158,5,5,5,5,5,-0,0,1.00386860966682,0.153681330382824,1,0,0,1,0.234,0.482,NaN,0.196,1.12,NaN
176,5,2,5,2,5,1,1,0.773630872368813,0.135842887684703,1,0,0,1,0.211,0.463,0.631,0.2,0.12,0.656
178,1,5,5,1,5,-0,1,0.828574234619737,0.142469195649028,0,1,1,0,0.147,0.427,0.699,0.236,0.22,1.144
183,5,1,5,1,5,1,1,0.84745641797781,0.142355283722281,1,0,0,1,0.242,0.49,0.686,0.2,0.152,0.584
196,5,3,5,3,5,1,1,0.847129434347153,0.151117140427232,1,0,0,1,0.174,0.438,0.67,0.212,0.176,0.64
200,5,4,5,4,5,1,1,0.775150531902909,0.156117301434278,1,0,0,1,0.181,0.417,0.633,0.18,0.168,0.312
204,5,3,5,3,5,1,1,0.996966229751706,0.159852437674999,1,0,0,1,0.148,0.456,0.832,0.252,0.336,0.524
229,5,1,5,1,5,1,1,0.806936509907246,0.149624878540635,1,0,0,1,0.183,0.411,0.655,0.176,0.196,0.488
238,5,4,5,4,5,1,1,0.977054044604301,0.145002311095595,1,0,0,1,0.165,0.433,0.717,0.22,0.244,0.556
248,4,5,5,4,4,1,0,0.927118379622698,0.164701098576188,0,1,1,0,0.137,0.405,0.725,0.22,0.264,0.1
275,5,2,5,2,5,1,1,0.717007249593735,0.156011870130897,1,0,0,1,0.143,0.399,0.623,0.216,0.164,0.424
278,2,5,5,2,5,-0,1,0.757049072533846,0.129217362031341,0,1,1,0,0.161,0.389,0.621,0.188,0.188,0.996
296,4,5,5,4,5,-0,1,0.967155117541552,0.146330889314413,0,1,1,0,0.202,0.454,0.802,0.212,0.304,0.596
300,2,5,5,2,5,-0,1,0.747125133872032,0.146919872611761,0,1,1,0,0.139,0.599,NaN,0.42,0.184,NaN
320,3,5,5,3,5,-0,1,0.927029209211469,0.165853977203369,0,1,1,0,0.139,0.447,0.691,0.264,0.188,0.512
339,5,3,5,3,3,-0,0,0.978997211903334,0.134980160742998,1,0,0,1,0.183,0.391,0.835,0.168,0.404,0.104
354,3,5,5,3,5,-0,1,0.777335776016116,0.144010411575437,0,1,1,0,0.133,0.393,0.621,0.216,0.188,0.86
357,2,5,5,2,5,-0,1,0.697178734466434,0.160766674205661,0,1,1,0,0.13,0.426,0.622,0.252,0.152,1.004
399,3,5,5,3,5,-0,1,0.75720077008009,0.18550892919302,0,1,1,0,0.142,0.418,0.634,0.236,0.164,0.564
400,3,5,5,3,5,-0,1,0.72707537189126,0.15424177236855,0,1,1,0,0.14,0.396,0.596,0.216,0.148,0.7
410,2,5,5,2,5,-0,1,0.687554577365518,0.151874428614974,0,1,1,0,0.149,0.409,0.577,0.216,0.124,0.476
425,2,5,5,2,5,-0,1,0.658203702419996,0.15611002035439,0,1,1,0,0.152,0.428,0.58,0.228,0.104,0.32
429,4,5,5,4,5,-0,1,0.670821134001017,0.150888487696648,0,1,1,0,0.149,0.429,0.597,0.236,0.116,1.18
431,5,5,5,5,5,1,1,0.738543933257461,0.15074292384088,1,0,0,1,0.207,0.423,0.627,0.176,0.156,0.268
440,5,4,5,4,5,1,1,0.730677168816328,0.180587686598301,1,0,0,1,0.233,0.473,0.653,0.2,0.136,0.568
465,5,3,5,3,3,-0,0,0.831532264128327,0.181617926806211,1,0,0,1,0.18,0.396,0.64,0.164,0.184,0.124
483,2,5,5,2,5,-0,1,0.72690344043076,0.145010216161609,0,1,1,0,0.224,0.468,0.632,0.2,0.12,0.94
501,5,1,5,1,5,1,1,0.707086877897382,0.159215692430735,1,0,0,1,0.18,0.444,0.608,0.224,0.116,0.3
503,3,5,5,3,5,-0,1,0.736984767019749,0.163738852366805,0,1,1,0,0.142,0.382,0.582,0.196,0.152,0.352
508,5,4,5,4,5,1,1,0.752737876027822,0.174996811896563,1,0,0,1,0.243,0.459,0.667,0.172,0.16,0.436
510,5,3,5,3,5,1,1,0.837203878909349,0.163616180419922,1,0,0,1,0.172,0.412,0.672,0.188,0.216,0.608
512,3,5,5,3,5,-0,1,0.817201877012849,0.155875060707331,0,1,1,0,0.177,0.417,0.665,0.196,0.208,0.54
516,5,1,5,1,5,1,1,0.737827384844422,0.172745591029525,1,0,0,1,0.188,0.428,0.636,0.188,0.156,0.392
525,3,5,5,3,5,-0,1,0.728122154250741,0.175217168405652,0,1,1,0,0.172,0.404,0.612,0.188,0.164,0.572
526,5,5,5,5,5,-0,1,0.797151984646916,0.173119043931365,0,1,1,0,0.138,0.414,0.646,0.232,0.188,0.596
530,3,5,5,3,5,-0,1,0.727074142545462,0.164741102606058,0,1,1,0,0.15,0.41,0.682,0.204,0.224,0.608
538,5,4,5,4,5,1,1,0.547952199354768,0.15806588716805,1,0,0,1,0.139,0.411,0.547,0.228,0.096,0.364
588,5,5,5,5,5,-0,1,0.713308669626713,0.161109650507569,0,1,1,0,0.18,0.424,0.624,0.2,0.152,0.768
