trialNum,firstVal,secondVal,firstIsChosen,decisionRT,firstFixLat,secondFixLat,thirdFixLat
24,4,1,1,0.90699533931911,0.162,0.418,0.67
43,4,2,1,1.0172723736614,0.224,0.468,0.828
44,4,3,0,0.877055078744888,0.16,0.412,NaN
71,4,5,0,0.93721330165863,0.21,0.474,NaN
78,4,1,1,0.887316795065999,0.146,0.382,0.678
114,4,1,1,0.887008056044579,0.175,0.411,0.679
130,4,5,0,0.891865126788616,0.183,0.431,NaN
140,4,3,1,0.937486475333571,0.181,0.405,0.729
148,4,2,1,0.827121688053012,0.182,0.406,0.666
153,4,5,0,0.947459366172552,0.216,0.476,NaN
163,4,3,1,0.977428633719683,0.165,0.413,0.745
180,4,4,0,0.867412183433771,0.14,0.36,NaN
194,4,2,1,0.827046386897564,0.168,0.396,0.648
208,4,4,0,1.05700269527733,0.151,0.391,NaN
211,4,3,1,0.996911235153675,0.256,0.516,0.816
223,4,4,0,0.927093571051955,0.142,0.39,NaN
236,4,4,1,1.05711073614657,0.166,0.442,0.77
239,4,2,1,1.10679910331964,0.246,0.49,0.798
254,4,1,1,1.05718378536403,0.195,0.555,0.911
257,4,3,1,0.827098207548261,0.144,0.44,0.692
262,4,4,0,0.797187224030495,0.171,0.415,NaN
269,4,3,1,0.787363907322288,0.17,0.418,0.658
281,4,3,1,0.88692837767303,0.193,0.469,0.709
287,4,1,1,0.866812758147717,0.15,0.398,0.658
292,4,3,1,0.813470019027591,0.19,0.438,0.666
347,4,1,1,0.997058346867561,0.184,0.612,0.888
361,4,2,1,0.90724734403193,0.179,0.479,0.687
387,4,4,1,0.870684426277876,0.149,0.365,0.745
391,4,3,1,0.967059973627329,0.174,0.446,0.806
416,4,4,0,1.23780435137451,0.159,0.403,0.819
443,4,1,1,0.947202874347568,0.163,0.391,0.679
455,4,2,1,0.893719617277384,0.151,0.371,0.635
456,4,1,1,1.00722572207451,0.243,0.487,0.771
459,4,3,0,1.01709900610149,0.188,0.452,NaN
468,4,1,1,0.99729511141777,0.226,0.49,0.738
471,4,2,1,1.02765571326017,0.151,0.407,0.811
472,4,3,1,0.757011199370027,0.188,0.432,0.6
483,4,2,1,0.867011457681656,0.153,0.365,0.673
490,4,3,1,0.777148123830557,0.226,0.486,0.682
491,4,1,1,0.797268606722355,0.142,0.418,0.662
495,4,1,1,0.687316445633769,0.127,0.423,0.567
503,4,3,1,0.927140770480037,0.172,0.424,0.736
505,4,2,1,0.877038763836026,0.186,0.418,0.686
507,4,3,1,0.876915561035275,0.166,0.398,0.658
509,4,2,1,0.837084451690316,0.221,0.481,0.729
517,4,1,1,0.847105421125889,0.137,0.353,0.657
540,4,1,1,0.677214564755559,0.152,0.364,0.568
550,4,3,1,0.78691803663969,0.145,0.333,0.641
573,4,5,0,0.856886273249984,0.152,0.432,NaN
581,4,3,0,1.00709295831621,0.224,0.596,NaN
583,4,1,0,1.55974708497524,0.14,1.396,NaN
586,4,2,1,0.877221588045359,0.174,0.414,0.694
595,4,3,1,0.777873486280441,0.149,0.401,0.657
597,4,1,1,0.900193348526955,0.159,0.527,0.803
607,4,2,1,0.917159074917436,0.14,0.364,0.652
13,5,3,1,0.737361334264278,0.174,0.406,0.614
38,5,3,1,0.737139215692878,0.163,0.363,0.595
64,5,3,1,0.717009065672755,0.19,0.454,0.606
70,5,3,1,0.80688357539475,0.174,0.43,0.682
94,5,3,1,0.777020683512092,0.234,0.55,0.73
107,5,3,1,0.726892365142703,0.129,0.397,0.601
113,5,3,1,0.73058526776731,0.16,0.436,0.62
142,5,3,1,0.737410821020603,0.19,0.454,0.658
146,5,2,1,0.737326027825475,0.147,0.411,0.599
170,5,2,1,0.65906004793942,0.145,0.465,0.589
245,5,4,1,0.797016255557537,0.198,0.466,0.666
250,5,2,1,0.707231717184186,0.151,0.431,0.579
270,5,2,1,0.794461015611887,0.218,0.49,0.67
312,5,3,1,0.667186260223389,0.138,0.47,0.602
323,5,4,1,0.692700354382396,0.169,0.429,0.601
325,5,2,1,0.717135705053806,0.181,0.437,0.609
368,5,4,1,0.707063522189856,0.165,0.453,0.633
376,5,4,1,0.707059133797884,0.152,0.364,0.556
382,5,4,1,0.717098455876112,0.151,0.423,0.563
406,5,3,1,0.757496364414692,0.207,0.483,0.627
440,5,3,1,0.666957898065448,0.175,0.419,0.575
445,5,3,1,0.646814983338118,0.156,0.392,0.544
451,5,3,1,0.727570034563541,0.173,0.429,0.581
488,5,1,1,0.791442664340138,0.252,0.528,0.688
502,5,3,1,0.677013566717505,0.16,0.408,0.604
566,5,3,1,0.690926387906075,0.205,0.489,0.613
570,5,1,1,0.73747649230063,0.162,0.45,0.638
574,5,5,1,0.7072763312608,0.199,0.511,0.683
593,5,4,1,0.727386154234409,0.178,0.442,0.61
23,5,3,1,0.737067775800824,0.16,0.404,0.572
39,5,5,1,0.627075284719467,0.17,0.366,0.538
69,5,3,1,0.727330358698964,0.143,0.367,0.575
86,5,4,1,0.707058118656278,0.158,0.422,0.57
93,5,1,1,0.727556234225631,0.18,0.416,0.608
103,5,3,1,0.742542920634151,0.18,0.408,0.648
104,5,2,1,0.70734721980989,0.146,0.434,0.638
120,5,3,1,0.677140424028039,0.172,0.432,0.604
164,5,1,1,0.707050720229745,0.181,0.413,0.577
167,5,3,1,0.826918315142393,0.241,0.545,0.717
186,5,3,1,0.717100784182549,0.154,0.434,0.614
198,5,2,1,0.745891319587827,0.208,0.516,0.644
199,5,1,1,0.781520750373602,0.248,0.512,0.688
212,5,3,1,0.687171176075935,0.15,0.358,0.578
220,5,4,1,0.666831513866782,0.164,0.404,0.552
238,5,3,1,0.817020002752542,0.169,0.433,0.677
259,5,4,1,0.727074831724167,0.182,0.458,0.63
266,5,3,1,0.736996300518513,0.179,0.415,0.615
332,5,1,1,0.704414578154683,0.178,0.446,0.618
356,5,2,1,0.807094847783446,0.209,0.461,0.637
388,5,1,1,0.687138874083757,0.165,0.413,0.573
401,5,3,1,0.697239959612489,0.165,0.393,0.569
414,5,3,1,0.739275855943561,0.177,0.425,0.625
418,5,1,1,0.680478556081653,0.186,0.414,0.57
427,5,3,1,0.697902051731944,0.163,0.395,0.567
433,5,4,1,0.756981695070863,0.18,0.428,0.644
460,5,3,1,0.707283088937402,0.153,0.425,0.581
485,5,5,1,0.657851347699761,0.186,0.482,0.638
498,5,2,1,0.637028643861413,0.152,0.408,0.568
536,5,4,1,0.687309835106134,0.159,0.423,0.623
542,5,3,1,0.727077385410666,0.207,0.483,0.659
549,5,3,1,0.718524061143398,0.189,0.433,0.601
596,5,2,1,0.697137324139476,0.163,0.419,0.599
602,5,4,1,0.73721070587635,0.151,0.423,0.623
